Model Name,Action,Source File,Target File,Score,Top 3 Candidates,Message
Saxon Orrik,COPIED,portrait minions saxon orrik.png,Saxon Orrik.png,100,portrait minions saxon orrik.png (100) | portrait convergence eminent configurator orion.png (57) | portrait khador iron fang kovnik.png (57),'portrait minions saxon orrik.png' → 'Saxon Orrik.png'  (score 100)
Lord Roget D'Vyaros,COPIED,portrait infernals lord roget dvyaros.png,Lord Roget D'Vyaros.png,97,portrait infernals lord roget dvyaros.png (97) | portrait retribution dawnlord vyros.png (69) | portrait khador sergeant dragos dragadovich.png (63),'portrait infernals lord roget dvyaros.png' → 'Lord Roget D'Vyaros.png'  (score 97)
"Alain Runewood, Lord of Ash",COPIED,portrait infernals alain runewood lord of ash.png,"Alain Runewood, Lord of Ash.png",100,portrait infernals alain runewood lord of ash.png (100) | portrait cygnar archduke alain runewood lord of fharin.png (92) | Khador_Lord-of-the-Hunt.png (59),"'portrait infernals alain runewood lord of ash.png' → 'Alain Runewood, Lord of Ash.png'  (score 100)"
Great Princess Regna Gravnoy,COPIED,portrait infernals great princess regna gravnoy.png,Great Princess Regna Gravnoy.png,100,portrait infernals great princess regna gravnoy.png (100) | portrait mercenary princess delores graciela.png (68) | portrait khador vladimir tzepesci great prince of umbrey.png (64),'portrait infernals great princess regna gravnoy.png' → 'Great Princess Regna Gravnoy.png'  (score 100)
Lynda the Forgotten,COPIED,portrait infernals lynda the forgotten.png,Lynda the Forgotten.png,100,portrait infernals lynda the forgotten.png (100) | portrait retribution lord ghyrrshyld the forgiven.png (76) | portrait legion the forsaken.png (67),'portrait infernals lynda the forgotten.png' → 'Lynda the Forgotten.png'  (score 100)
"Nicia, Hound of the Abyss",COPIED,portrait infernals nicia hound of the abyss.png,"Nicia, Hound of the Abyss.png",100,portrait infernals nicia hound of the abyss.png (100) | portrait circle lord of the feast.png (62) | portrait mercenary alexia queen of the damned.png (60),"'portrait infernals nicia hound of the abyss.png' → 'Nicia, Hound of the Abyss.png'  (score 100)"
The Wretch,COPIED,portrait infernals the wretch.png,The Wretch.png,100,portrait infernals the wretch.png (100) | portrait cryx nightwretch.png (82) | portrait cryx the witch coven of garlghast.png (80),'portrait infernals the wretch.png' → 'The Wretch.png'  (score 100)
Umbral Guardian,COPIED,portrait infernals umbral guardian.png,Umbral Guardian.png,100,portrait infernals umbral guardian.png (100) | portrait skorne ancestral guardian.png (89) | portrait infernals guardian of souls.png (80),'portrait infernals umbral guardian.png' → 'Umbral Guardian.png'  (score 100)
"Valin Hauke, the Fallen Knight",COPIED,portrait infernals valin hauke the fallen knight.png,"Valin Hauke, the Fallen Knight.png",100,portrait infernals valin hauke the fallen knight.png (100) | portrait retribution ravyn the eternal light.png (59) | portrait grymkin zevanna agha the fate keeper.png (57),"'portrait infernals valin hauke the fallen knight.png' → 'Valin Hauke, the Fallen Knight.png'  (score 100)"
Croe's Cutthroats,COPIED,portrait mercenary croes cutthroats.png,Croe's Cutthroats.png,97,portrait mercenary croes cutthroats.png (97) | CG_Toro.png (60) | portrait cryx master necrotech chatterbane.png (59),'portrait mercenary croes cutthroats.png' → 'Croe's Cutthroats.png'  (score 97)
Cultist Band,COPIED,portrait infernals cultist band.png,Cultist Band.png,100,portrait infernals cultist band.png (100) | portrait mercenary eilish garrity the occultist.png (74) | portrait retribution adeptis rahn.png (60),'portrait infernals cultist band.png' → 'Cultist Band.png'  (score 100)
Dark Sentinels,COPIED,portrait infernals dark sentinel.png,Dark Sentinels.png,96,portrait infernals dark sentinel.png (96) | portrait retribution dawnguard sentinels.png (89) | portrait cygnar sentinel.png (88),'portrait infernals dark sentinel.png' → 'Dark Sentinels.png'  (score 96)
Griever Swarm,COPIED,portrait infernals griever swarm.png,Griever Swarm.png,100,portrait infernals griever swarm.png (100) | portrait khador doom reaver swordsmen.png (69) | portrait minions gremlin swarm.png (69),'portrait infernals griever swarm.png' → 'Griever Swarm.png'  (score 100)
Howlers,COPIED,portrait infernals howlers.png,Howlers.png,100,portrait infernals howlers.png (100) | portrait mercenary greygore boomhowler.png (92) | portrait southern kriels admiral boomhowler.png (92),'portrait infernals howlers.png' → 'Howlers.png'  (score 100)
Kapitan Ekaterina Baranova,COPIED,portrait khador kapitan ekaterina baranova.png,Kapitan Ekaterina Baranova.png,100,portrait khador kapitan ekaterina baranova.png (100) | portrait cygnar captain athena di baro.png (68) | Khador_Kapitan-Maksim-Azlanov.png (67),'portrait khador kapitan ekaterina baranova.png' → 'Kapitan Ekaterina Baranova.png'  (score 100)
Kapitan Ilari Borisyuk,COPIED,portrait khador kapitan ilari borisyuk.png,Kapitan Ilari Borisyuk.png,100,portrait khador kapitan ilari borisyuk.png (100) | portrait khador kapitan ekaterina baranova.png (64) | Cygnar_Borealis.png (60),'portrait khador kapitan ilari borisyuk.png' → 'Kapitan Ilari Borisyuk.png'  (score 100)
Kapitan Yana Kovoskiy,COPIED,Khador_Kapitan-Yana-Kovoskiy.png,Kapitan Yana Kovoskiy.png,100,Khador_Kapitan-Yana-Kovoskiy.png (100) | portrait khador kapitan sofya skirova.png (67) | portrait cryx captain aiakaos.png (63),'Khador_Kapitan-Yana-Kovoskiy.png' → 'Kapitan Yana Kovoskiy.png'  (score 100)
Kapitan Zahara Vilkul,COPIED,Khador_Zahara-Vilkul.png,Kapitan Zahara Vilkul.png,83,Khador_Zahara-Vilkul.png (83) | Khador_Kapitan-Yana-Kovoskiy.png (62) | portrait khador kapitan ilari borisyuk.png (62),'Khador_Zahara-Vilkul.png' → 'Kapitan Zahara Vilkul.png'  (score 83)
Kommander Tatiana Sikora,COPIED,portrait khador kommander tatiana sikora.png,Kommander Tatiana Sikora.png,100,portrait khador kommander tatiana sikora.png (100) | portrait khador forward kommander sorscha.png (68) | portrait khador kommander sorscha.png (68),'portrait khador kommander tatiana sikora.png' → 'Kommander Tatiana Sikora.png'  (score 100)
Kommander Valerii Savaryn,COPIED,portrait khador kommander valerii savarynk.png,Kommander Valerii Savaryn.png,100,portrait khador kommander valerii savarynk.png (100) | portrait khador koldun kommander aleksandra zerkova.png (68) | portrait khador kommander oleg strakhov.png (67),'portrait khador kommander valerii savarynk.png' → 'Kommander Valerii Savaryn.png'  (score 100)
Avalanche,COPIED,Khador_Avalanche.png,Avalanche.png,100,Khador_Avalanche.png (100) | portrait mercenary ghordson avalancher.png (100) | portrait khador koldun kapitan valachev.png (82),'Khador_Avalanche.png' → 'Avalanche.png'  (score 100)
"Behemoth, Spirit of Imperial Khador",COPIED,Khador_Behemoth.png,"Behemoth, Spirit of Imperial Khador.png",100,Khador_Behemoth.png (100) | portrait khador behemoth.png (77) | Khador_Dawn.png (71),"'Khador_Behemoth.png' → 'Behemoth, Spirit of Imperial Khador.png'  (score 100)"
Dire Wolf,COPIED,option khador dire wolf head evasive.png,Dire Wolf.png,100,option khador dire wolf head evasive.png (100) | option khador dire wolf head overtake.png (100) | option khador dire wolf head pathfinder.png (100),'option khador dire wolf head evasive.png' → 'Dire Wolf.png'  (score 100)
Great Bear,COPIED,option khador great bear head aggressive.png,Great Bear.png,100,option khador great bear head aggressive.png (100) | option khador great bear head magic static.png (100) | option khador great bear head reposition.png (100),'option khador great bear head aggressive.png' → 'Great Bear.png'  (score 100)
Mastodon,COPIED,option khador mastodon head fire support.png,Mastodon.png,100,option khador mastodon head fire support.png (100) | option khador mastodon head shock assault.png (100) | option khador mastodon left arm deep freezer.png (100),'option khador mastodon head fire support.png' → 'Mastodon.png'  (score 100)
Medveditsa,COPIED,option khador medveditsa head medveditsa.png,Medveditsa.png,100,option khador medveditsa head medveditsa.png (100) | option khador medveditsa left arm bear claw.png (100) | option khador medveditsa right arm bear claw.png (100),'option khador medveditsa head medveditsa.png' → 'Medveditsa.png'  (score 100)
Razor,COPIED,Khador_Razor-Warjack.png,Razor.png,100,Khador_Razor-Warjack.png (100) | portrait circle razorwing griffon.png (100) | portrait minions farrow razorback crew.png (100),'Khador_Razor-Warjack.png' → 'Razor.png'  (score 100)
AC-2 Bison,COPIED,portrait khador ac-2 bison.png,AC-2 Bison.png,100,portrait khador ac-2 bison.png (100) | portrait mercenary drake macbain.png (62) | Cygnar_Allison-Jakes.png (60),'portrait khador ac-2 bison.png' → 'AC-2 Bison.png'  (score 100)
Battle Mechanik,COPIED,portrait khador battle mechanik officer.png,Battle Mechanik.png,100,portrait khador battle mechanik officer.png (100) | portrait khador battle mechanik.png (100) | portrait khador battle mechaniks.png (100),'portrait khador battle mechanik officer.png' → 'Battle Mechanik.png'  (score 100)
Kontroller,COPIED,portrait khador kontroller.png,Kontroller.png,100,portrait khador kontroller.png (100) | portrait mercenary ghordson driller.png (70) | portrait trollblood troll axer.png (70),'portrait khador kontroller.png' → 'Kontroller.png'  (score 100)
Magziev Zariyah Volkova,COPIED,portrait khador magziev zariyah volkava.png,Magziev Zariyah Volkova.png,96,portrait khador magziev zariyah volkava.png (96) | portrait khador kommander andrei malakov.png (55) | portrait cygnar captain kara sloan.png (54),'portrait khador magziev zariyah volkava.png' → 'Magziev Zariyah Volkova.png'  (score 96)
Mortar Team,COPIED,portrait khador mortar team.png,Mortar Team.png,100,portrait khador mortar team.png (100) | portrait khador winter guard mortar crew.png (73) | portrait mercenary steelhead mortar crew.png (73),'portrait khador mortar team.png' → 'Mortar Team.png'  (score 100)
"Sergeant Goran Lazarenko, The Jackal",COPIED,Khador_Sergeant-Goran-Lazarenko.png,"Sergeant Goran Lazarenko, The Jackal.png",87,Khador_Sergeant-Goran-Lazarenko.png (87) | merc_gorman3.png (64) | portrait orgoth jackal.png (63),"'Khador_Sergeant-Goran-Lazarenko.png' → 'Sergeant Goran Lazarenko, The Jackal.png'  (score 87)"
Sergeant Sergei Krol,COPIED,portrait khador sgt sergei krol.png,Sergeant Sergei Krol.png,86,portrait khador sgt sergei krol.png (86) | portrait khador sergeant dragos dragadovich.png (65) | Khador_Sergeant-Goran-Lazarenko.png (60),'portrait khador sgt sergei krol.png' → 'Sergeant Sergei Krol.png'  (score 86)
Winter Korps Officer,COPIED,portrait khador winter guard infantry officer & standard.png,Winter Korps Officer.png,82,portrait khador winter guard infantry officer & standard.png (82) | portrait protectorate exemplar cinerator officer.png (78) | portrait khador officer.png (76),'portrait khador winter guard infantry officer & standard.png' → 'Winter Korps Officer.png'  (score 82)
Arkanists,COPIED,portrait khador arkanists.png,Arkanists.png,100,portrait khador arkanists.png (100) | portrait retribution house shyeel arcanists.png (89) | portrait mercenary steelhead arcanist.png (82),'portrait khador arkanists.png' → 'Arkanists.png'  (score 100)
Man-O-War Suppressors,COPIED,portrait khador man-o-war suppressors.png,Man-O-War Suppressors.png,100,portrait khador man-o-war suppressors.png (100) | portrait khador man o war suppression tanker.png (90) | portrait crucible suppressor.png (69),'portrait khador man-o-war suppressors.png' → 'Man-O-War Suppressors.png'  (score 100)
Man-O-War Wrecking Crew,COPIED,portrait khador man-o-war wrecking crew.png,Man-O-War Wrecking Crew.png,100,portrait khador man-o-war wrecking crew.png (100) | portrait khador man o war demolition corps.png (65) | portrait khador man o war drakhun.png (65),'portrait khador man-o-war wrecking crew.png' → 'Man-O-War Wrecking Crew.png'  (score 100)
Shock Trooper Gunners,COPIED,portrait khador shock trooper gunners.png,Shock Trooper Gunners.png,100,portrait khador shock trooper gunners.png (100) | portrait khador man o war shocktroopers.png (76) | portrait khador man o war shocktrooper officer.png (73),'portrait khador shock trooper gunners.png' → 'Shock Trooper Gunners.png'  (score 100)
Shock Trooper Pikemen,COPIED,portrait khador shocktrooper pikeman.png,Shock Trooper Pikemen.png,93,portrait khador shocktrooper pikeman.png (93) | portrait khador shock trooper gunners.png (76) | portrait khador man o war shocktrooper officer.png (73),'portrait khador shocktrooper pikeman.png' → 'Shock Trooper Pikemen.png'  (score 93)
The Hounds,COPIED,Khador_The-Hounds.png,The Hounds.png,100,Khador_The-Hounds.png (100) | Khador_The-Hounds-2.png (100) | Khador_The-Hounds-3.png (100),'Khador_The-Hounds.png' → 'The Hounds.png'  (score 100)
Winter Korps Infantry,COPIED,portrait khador winter guard infantry officer & standard.png,Winter Korps Infantry.png,83,portrait khador winter guard infantry officer & standard.png (83) | portrait khador winter guard infantry.png (83) | portrait khador infantry.png (77),'portrait khador winter guard infantry officer & standard.png' → 'Winter Korps Infantry.png'  (score 83)
Winter Korps Snipers,COPIED,Merc_Dominated-Winter-Korp.png,Winter Korps Snipers.png,71,Merc_Dominated-Winter-Korp.png (71) | portrait cygnar trencher infantry officer & sniper.png (67) | portrait retribution ghost sniper.png (67),'Merc_Dominated-Winter-Korp.png' → 'Winter Korps Snipers.png'  (score 71)
Koldun Lord Damien Korovnik,COPIED,portrait mercenary koldun lord damien korovnik.png,Koldun Lord Damien Korovnik.png,100,portrait mercenary koldun lord damien korovnik.png (100) | portrait khador koldun lord.png (63) | portrait khador man o war kovnik.png (60),'portrait mercenary koldun lord damien korovnik.png' → 'Koldun Lord Damien Korovnik.png'  (score 100)
"Bohdan Lesnoi, Apostle of the Witch",COPIED,Khador_Bohdan-Lesnoi.png,"Bohdan Lesnoi, Apostle of the Witch.png",79,Khador_Bohdan-Lesnoi.png (79) | portrait khador the old witch of khador.png (64) | portrait mercenary alexia mistress of the witchfire.png (63),"'Khador_Bohdan-Lesnoi.png' → 'Bohdan Lesnoi, Apostle of the Witch.png'  (score 79)"
"Kapitan Galina Lissya, the Winter Fox",COPIED,Khador_Galina-Lissya.png,"Kapitan Galina Lissya, the Winter Fox.png",79,Khador_Galina-Lissya.png (79) | Merc_Dominated-Winter-Korp.png (59) | portrait cygnar captain allister caine.png (59),"'Khador_Galina-Lissya.png' → 'Kapitan Galina Lissya, the Winter Fox.png'  (score 79)"
Kapitan Kazimir Morozov,COPIED,Khador_Kapitan-Maksim-Azlanov.png,Kapitan Kazimir Morozov.png,67,Khador_Kapitan-Maksim-Azlanov.png (67) | Khador_Morozov-Bear.png (65) | Khador_Morozov-Human.png (65),'Khador_Kapitan-Maksim-Azlanov.png' → 'Kapitan Kazimir Morozov.png'  (score 67)
Kapitan Maksim Azlanov,COPIED,Khador_Kapitan-Maksim-Azlanov.png,Kapitan Maksim Azlanov.png,100,Khador_Kapitan-Maksim-Azlanov.png (100) | portrait khador koldun kapitan valachev.png (63) | portrait cryx captain aiakaos.png (61),'Khador_Kapitan-Maksim-Azlanov.png' → 'Kapitan Maksim Azlanov.png'  (score 100)
"Olesea Reznikova, Mistress of Thorns",COPIED,Khador_Olesea-Reznikova.png,"Olesea Reznikova, Mistress of Thorns.png",82,Khador_Olesea-Reznikova.png (82) | mkiv_rules_library_oleseareznikova.png (64) | portrait mercenary alexia mistress of the witchfire.png (61),"'Khador_Olesea-Reznikova.png' → 'Olesea Reznikova, Mistress of Thorns.png'  (score 82)"
Feral,COPIED,Khador_Feral.png,Feral.png,100,Khador_Feral.png (100) | portrait circle feral warpwolf.png (100) | portrait circle tanith the feral song.png (100),'Khador_Feral.png' → 'Feral.png'  (score 100)
Gorger,COPIED,old-umbrey_gorger.png,Gorger.png,100,old-umbrey_gorger.png (100) | portrait cryx bloodgorgers.png (100) | portrait cryx egregore.png (80),'old-umbrey_gorger.png' → 'Gorger.png'  (score 100)
Primeval,COPIED,Khador_Primeval.png,Primeval.png,100,Khador_Primeval.png (100) | Khador_Liegemen-Primalist.png (75) | portrait convergence prime axiom.png (75),'Khador_Primeval.png' → 'Primeval.png'  (score 100)
Strix,COPIED,Khador_Strix.png,Strix.png,100,Khador_Strix.png (100) | portrait convergence iron mother directrix.png (89) | Cygnar_Assault-Strider.png (80),'Khador_Strix.png' → 'Strix.png'  (score 100)
The Starved,COPIED,Khador_The-Starved.png,The Starved.png,100,Khador_The-Starved.png (100) | portrait cryx goreshade the bastard.png (82) | portrait mercenary gudrun the wasted.png (76),'Khador_The-Starved.png' → 'The Starved.png'  (score 100)
Animist,COPIED,Khador_Animist.png,Animist.png,100,Khador_Animist.png (100) | portrait mercenary steelhead arcanist.png (83) | portrait khador arkanists.png (77),'Khador_Animist.png' → 'Animist.png'  (score 100)
"Jezhanna Agha, Dark Sister",COPIED,Khador_Dark-Sister.png,"Jezhanna Agha, Dark Sister.png",85,Khador_Dark-Sister.png (85) | Khador_Strix.png (58) | Khador_Animist.png (57),"'Khador_Dark-Sister.png' → 'Jezhanna Agha, Dark Sister.png'  (score 85)"
