Model Name,Action,Source File,Target File,Score,Top 3 Candidates,Message
Captain Sam MacHorne,COPIED,portrait mercenary captain sam machorne & the devil dogs.png,Captain Sam MacHorne.png,100,portrait mercenary captain sam machorne & the devil dogs.png (100) | portrait mercenary captain damiano.png (69) | portrait crucible captain eira mackay.png (67),'portrait mercenary captain sam machorne & the devil dogs.png' → 'Captain Sam MacHorne.png'  (score 100)
"Reinholdt, Gobber Speculator",COPIED,portrait mercenary reinholdt gobber speculator.png,"Reinholdt, Gobber Speculator.png",100,portrait mercenary reinholdt gobber speculator.png (100) | portrait mercenary reinholdt gobber spy.png (79) | CG_Liberator.png (63),"'portrait mercenary reinholdt gobber speculator.png' → 'Reinholdt, Gobber Speculator.png'  (score 100)"
"Rhupert Carvolo, Piper of Ord",COPIED,portrait mercenary rhupert carvolo piper of ord.png,"Rhupert Carvolo, Piper of Ord.png",100,portrait mercenary rhupert carvolo piper of ord.png (100) | TA_Targ.png (57) | CG_Apollo.png (56),"'portrait mercenary rhupert carvolo piper of ord.png' → 'Rhupert Carvolo, Piper of Ord.png'  (score 100)"
Sergeant Nicolas Verendrye,COPIED,portrait mercenary sergeant nicolas verendrye.png,Sergeant Nicolas Verendrye.png,100,portrait mercenary sergeant nicolas verendrye.png (100) | Khador_Sergeant-Goran-Lazarenko.png (60) | portrait convergence enigma foundry.png (58),'portrait mercenary sergeant nicolas verendrye.png' → 'Sergeant Nicolas Verendrye.png'  (score 100)
Stannis Brocker,COPIED,portrait mercenary stannis brocker.png,Stannis Brocker.png,100,portrait mercenary stannis brocker.png (100) | portrait-cygnar-Blocker.png (64) | Cryx_Wrecker.png (60),'portrait mercenary stannis brocker.png' → 'Stannis Brocker.png'  (score 100)
Steelhead Arcanist,COPIED,portrait mercenary steelhead arcanist.png,Steelhead Arcanist.png,100,portrait mercenary steelhead arcanist.png (100) | portrait retribution house shyeel arcanists.png (77) | portrait mercenary steelhead cannon crew.png (72),'portrait mercenary steelhead arcanist.png' → 'Steelhead Arcanist.png'  (score 100)
Steelhead Ironhead,COPIED,portrait mercenary steelhead ironhead.png,Steelhead Ironhead.png,100,portrait mercenary steelhead ironhead.png (100) | portrait mercenary steelhead halberdiers.png (72) | portrait mercenary steelhead heavy cavalry.png (72),'portrait mercenary steelhead ironhead.png' → 'Steelhead Ironhead.png'  (score 100)
Devil Dogs,COPIED,portrait mercenary captain sam machorne & the devil dogs.png,Devil Dogs.png,100,portrait mercenary captain sam machorne & the devil dogs.png (100) | portrait mercenary the devils shadow mutineers.png (70) | portrait trollblood jarl skuld devil of the thornwood.png (70),'portrait mercenary captain sam machorne & the devil dogs.png' → 'Devil Dogs.png'  (score 100)
Steelhead Cannon Crew,COPIED,portrait mercenary steelhead cannon crew.png,Steelhead Cannon Crew.png,100,portrait mercenary steelhead cannon crew.png (100) | portrait mercenary steelhead mortar crew.png (80) | portrait mercenary steelhead volley gun crew.png (80),'portrait mercenary steelhead cannon crew.png' → 'Steelhead Cannon Crew.png'  (score 100)
Steelhead Halberdiers,COPIED,portrait mercenary steelhead halberdiers.png,Steelhead Halberdiers.png,100,portrait mercenary steelhead halberdiers.png (100) | portrait retribution houseguard halberdiers.png (80) | portrait mercenary steelhead arcanist.png (72),'portrait mercenary steelhead halberdiers.png' → 'Steelhead Halberdiers.png'  (score 100)
Steelhead Heavy Cavalry,COPIED,portrait mercenary steelhead heavy cavalry.png,Steelhead Heavy Cavalry.png,100,portrait mercenary steelhead heavy cavalry.png (100) | portrait mercenary steelhead volley gun crew.png (65) | portrait mercenary steelhead cannon crew.png (64),'portrait mercenary steelhead heavy cavalry.png' → 'Steelhead Heavy Cavalry.png'  (score 100)
Steelhead Mortar Crew,COPIED,portrait mercenary steelhead mortar crew.png,Steelhead Mortar Crew.png,100,portrait mercenary steelhead mortar crew.png (100) | portrait mercenary steelhead cannon crew.png (80) | portrait mercenary steelhead volley gun crew.png (80),'portrait mercenary steelhead mortar crew.png' → 'Steelhead Mortar Crew.png'  (score 100)
Steelhead Riflemen,COPIED,portrait mercenary steelhead riflemen.png,Steelhead Riflemen.png,100,portrait mercenary steelhead riflemen.png (100) | portrait retribution houseguard riflemen.png (76) | option dusk geist head fleet.png (71),'portrait mercenary steelhead riflemen.png' → 'Steelhead Riflemen.png'  (score 100)
Steelhead Volley Gun Crew,COPIED,portrait mercenary steelhead volley gun crew.png,Steelhead Volley Gun Crew.png,100,portrait mercenary steelhead volley gun crew.png (100) | portrait mercenary steelhead cannon crew.png (74) | portrait mercenary steelhead mortar crew.png (72),'portrait mercenary steelhead volley gun crew.png' → 'Steelhead Volley Gun Crew.png'  (score 100)
Captain Bartolo Montador,COPIED,portrait mercenary captain bartolo montador.png,Captain Bartolo Montador.png,100,portrait mercenary captain bartolo montador.png (100) | portrait legion captain farilor & standard.png (67) | portrait mercenary captain crawtooth.png (63),'portrait mercenary captain bartolo montador.png' → 'Captain Bartolo Montador.png'  (score 100)
Captain Phinneus Shae,COPIED,portrait mercenary captain phinneus shae.png,Captain Phinneus Shae.png,100,portrait mercenary captain phinneus shae.png (100) | portrait cygnar captain allison jakes.png (62) | portrait cygnar captain arlan strangewayes.png (62),'portrait mercenary captain phinneus shae.png' → 'Captain Phinneus Shae.png'  (score 100)
"Captain Rahera, Terror of the Wailing Sea",COPIED,portrait mercenary captain rahera terror of the wailing sea.png,"Captain Rahera, Terror of the Wailing Sea.png",100,portrait mercenary captain rahera terror of the wailing sea.png (100) | portrait mercenary colbie sterling captain of the bri.png (65) | portrait protectorate champion of the order of the wall.png (61),"'portrait mercenary captain rahera terror of the wailing sea.png' → 'Captain Rahera, Terror of the Wailing Sea.png'  (score 100)"
Fiona the Black,COPIED,portrait mercenary fiona the black.png,Fiona the Black.png,100,portrait mercenary fiona the black.png (100) | portrait cryx skarre admiral of the black fleet.png (75) | portrait infernals omodamos the black gate.png (75),'portrait mercenary fiona the black.png' → 'Fiona the Black.png'  (score 100)
Scallywag,COPIED,portrait mercenary scallywag.png,Scallywag.png,100,portrait mercenary scallywag.png (100) | CG_Apollo.png (57) | portrait legion yssylla.png (57),'portrait mercenary scallywag.png' → 'Scallywag.png'  (score 100)
"Black Bella, Duchess of Dread",COPIED,portrait mercenary black bella duchess of dread.png,"Black Bella, Duchess of Dread.png",100,portrait mercenary black bella duchess of dread.png (100) | portrait cryx blackbanes ghost raiders.png (57) | portrait mercenary stonecold black bella.png (56),"'portrait mercenary black bella duchess of dread.png' → 'Black Bella, Duchess of Dread.png'  (score 100)"
Bloody Bradigan,COPIED,portrait mercenary bloody bradigan.png,Bloody Bradigan.png,100,portrait mercenary bloody bradigan.png (100) | portrait minions bloody barnabas.png (73) | portrait trollblood brigadier general gunnbjorn.png (73),'portrait mercenary bloody bradigan.png' → 'Bloody Bradigan.png'  (score 100)
Bosun Grogspar,COPIED,portrait mercenary bosun grogspar.png,Bosun Grogspar.png,100,portrait mercenary bosun grogspar.png (100) | portrait legion blighted ogrun warspears.png (64) | portrait legion thagrosh prophet of everblight.png (64),'portrait mercenary bosun grogspar.png' → 'Bosun Grogspar.png'  (score 100)
Dirty Meg,COPIED,portrait mercenary dirty meg.png,Dirty Meg.png,100,portrait mercenary dirty meg.png (100) | portrait circle megalith.png (67) | portrait convergence transfinite emergence projector.png (67),'portrait mercenary dirty meg.png' → 'Dirty Meg.png'  (score 100)
Doc Killingsworth,COPIED,portrait mercenary doc killingsworth.png,Doc Killingsworth.png,100,portrait mercenary doc killingsworth.png (100) | portrait legion kallus wrath of everblight.png (59) | Khador_Shearlings.png (55),'portrait mercenary doc killingsworth.png' → 'Doc Killingsworth.png'  (score 100)
First Mate Hawk,COPIED,portrait mercenary first mate hawk.png,First Mate Hawk.png,100,portrait mercenary first mate hawk.png (100) | portrait southern kriels first mate hargor stormjaw.png (87) | portrait retribution arcanist mechanik.png (67),'portrait mercenary first mate hawk.png' → 'First Mate Hawk.png'  (score 100)
Lord Rockbottom,COPIED,portrait mercenary lord rockbottom.png,Lord Rockbottom.png,100,portrait mercenary lord rockbottom.png (100) | portrait crucible crucible guard rocketmen.png (67) | portrait minions barnabas lord of blood.png (64),'portrait mercenary lord rockbottom.png' → 'Lord Rockbottom.png'  (score 100)
Master Gunner Dougal MacNaile,COPIED,portrait mercenary master gunner dougal macnaile.png,Master Gunner Dougal MacNaile.png,100,portrait mercenary master gunner dougal macnaile.png (100) | portrait cygnar trencher master gunner.png (62) | portrait cryx master gurglepox.png (58),'portrait mercenary master gunner dougal macnaile.png' → 'Master Gunner Dougal MacNaile.png'  (score 100)
Powder Monkey,COPIED,portrait mercenary powder monkey.png,Powder Monkey.png,100,portrait mercenary powder monkey.png (100) | option general powder keg.png (78) | portrait cryx wraithbinder nekane.png (61),'portrait mercenary powder monkey.png' → 'Powder Monkey.png'  (score 100)
Swamp Gobber River Raider,COPIED,portrait mercenary swamp gobber river raider.png,Swamp Gobber River Raider.png,100,portrait mercenary swamp gobber river raider.png (100) | Cygnar_Raider.png (76) | portrait minions swamp gobber bellows crew.png (68),'portrait mercenary swamp gobber river raider.png' → 'Swamp Gobber River Raider.png'  (score 100)
Lady Aiyana & Master Holt,COPIED,portrait mercenary lady aiyana & master holt.png,Lady Aiyana & Master Holt.png,100,portrait mercenary lady aiyana & master holt.png (100) | Cygnar_Maelstrom.png (62) | portrait grymkin lady karianna rose.png (60),'portrait mercenary lady aiyana & master holt.png' → 'Lady Aiyana & Master Holt.png'  (score 100)
Press Gangers,COPIED,portrait mercenary press gangers.png,Press Gangers.png,100,portrait mercenary press gangers.png (100) | portrait cygnar rangers.png (73) | portrait-cygnar-Rangers.png (73),'portrait mercenary press gangers.png' → 'Press Gangers.png'  (score 100)
Sea Dog Deck Gun,COPIED,portrait mercenary sea dog deck gun.png,Sea Dog Deck Gun.png,100,portrait mercenary sea dog deck gun.png (100) | portrait mercenary sea dog pirate rifleman.png (62) | portrait mercenary sea dog pirates.png (61),'portrait mercenary sea dog deck gun.png' → 'Sea Dog Deck Gun.png'  (score 100)
Sea Dog Pirates,COPIED,portrait mercenary sea dog pirates.png,Sea Dog Pirates.png,100,portrait mercenary sea dog pirates.png (100) | portrait mercenary sea dog pirate rifleman.png (93) | portrait cryx scharde pirates.png (75),'portrait mercenary sea dog pirates.png' → 'Sea Dog Pirates.png'  (score 100)
Sea Dog Rifleman,COPIED,portrait mercenary sea dog pirate rifleman.png,Sea Dog Rifleman.png,100,portrait mercenary sea dog pirate rifleman.png (100) | portrait retribution houseguard rifleman officer & standard.png (81) | portrait mercenary steelhead riflemen.png (79),'portrait mercenary sea dog pirate rifleman.png' → 'Sea Dog Rifleman.png'  (score 100)
The Commodore Cannon & Crew,COPIED,portrait mercenary the commodore cannon & crew.png,The Commodore Cannon & Crew.png,100,portrait mercenary the commodore cannon & crew.png (100) | portrait cygnar trencher cannon crew.png (71) | portrait mercenary steelhead cannon crew.png (70),'portrait mercenary the commodore cannon & crew.png' → 'The Commodore Cannon & Crew.png'  (score 100)
The Devil's Shadow Mutineers,COPIED,portrait mercenary the devils shadow mutineers.png,The Devil's Shadow Mutineers.png,98,portrait mercenary the devils shadow mutineers.png (98) | portrait cryx the withershadow combine.png (62) | portrait mercenary captain sam machorne & the devil dogs.png (62),'portrait mercenary the devils shadow mutineers.png' → 'The Devil's Shadow Mutineers.png'  (score 98)
Dr. Arkadius,COPIED,portrait minions dr arkadius.png,Dr. Arkadius.png,100,portrait minions dr arkadius.png (100) | portrait khador arkanists.png (75) | Khador_Dark-Sister.png (67),'portrait minions dr arkadius.png' → 'Dr. Arkadius.png'  (score 100)
Helga the Conqueror,COPIED,portrait minions helga the conquerer.png,Helga the Conqueror.png,95,portrait minions helga the conquerer.png (95) | portrait protectorate feora the conquering flame.png (74) | portrait khymaera incarnate conjuror.png (71),'portrait minions helga the conquerer.png' → 'Helga the Conqueror.png'  (score 95)
"Lord Carver, BMMD, Esq. III",COPIED,portrait minions lord carver bmmd esq iii.png,"Lord Carver, BMMD, Esq. III.png",100,portrait minions lord carver bmmd esq iii.png (100) | Cryx_Necroharvester.png (53) | Dusk_Cat1.png (53),"'portrait minions lord carver bmmd esq iii.png' → 'Lord Carver, BMMD, Esq. III.png'  (score 100)"
Midas,COPIED,portrait minions midas.png,Midas.png,100,portrait minions midas.png (100) | Khador_Animist.png (67) | portrait grymkin the four horseymans.png (67),'portrait minions midas.png' → 'Midas.png'  (score 100)
Sturm & Drang,COPIED,portrait minions sturm & drang.png,Sturm & Drang.png,100,portrait minions sturm & drang.png (100) | portrait minions lynus wesselbaum & edrea lloryrr.png (62) | portrait cygnar storm vane.png (61),'portrait minions sturm & drang.png' → 'Sturm & Drang.png'  (score 100)
Battle Boar,COPIED,portrait minions battle boar.png,Battle Boar.png,100,portrait minions battle boar.png (100) | portrait trollblood northkin bear handler & battle bears.png (91) | portrait minions splatter boar.png (86),'portrait minions battle boar.png' → 'Battle Boar.png'  (score 100)
Gun Boar,COPIED,portrait minions gun boar.png,Gun Boar.png,100,portrait minions gun boar.png (100) | portrait cryx black ogrun boarding party.png (88) | portrait minions battle boar.png (77),'portrait minions gun boar.png' → 'Gun Boar.png'  (score 100)
Lytiersis,COPIED,Dusk_Dreadguard-Slayers2.png,Lytiersis.png,67,Dusk_Dreadguard-Slayers2.png (67) | option dusk geist right arm blasterfist.png (67) | portrait dusk dreadguard slayers.png (67),'Dusk_Dreadguard-Slayers2.png' → 'Lytiersis.png'  (score 67)
Razor Boar,COPIED,portrait minions razor boar.png,Razor Boar.png,100,portrait minions razor boar.png (100) | Khador_Razor-Warjack.png (80) | portrait skorne razor worm.png (80),'portrait minions razor boar.png' → 'Razor Boar.png'  (score 100)
Road Hog,COPIED,portrait minions road hog.png,Road Hog.png,100,portrait minions road hog.png (100) | portrait minions war hog.png (77) | portrait trollblood horgle forge master.png (75),'portrait minions road hog.png' → 'Road Hog.png'  (score 100)
Splatter Boar,COPIED,portrait minions splatter boar.png,Splatter Boar.png,100,portrait minions splatter boar.png (100) | portrait minions battle boar.png (78) | portrait cryx general gerlak slaughterborn.png (69),'portrait minions splatter boar.png' → 'Splatter Boar.png'  (score 100)
War Hog,COPIED,portrait minions war hog.png,War Hog.png,100,portrait minions war hog.png (100) | portrait grymkin neigh slayer war horse.png (86) | portrait khador man o war shocktrooper officer.png (86),'portrait minions war hog.png' → 'War Hog.png'  (score 100)
War Boar MMD47,COPIED,portrait mercenary war boar mmd47.png,War Boar MMD47.png,100,portrait mercenary war boar mmd47.png (100) | portrait khador man o war bombardier officer.png (75) | portrait khador man o war bombardiers.png (75),'portrait mercenary war boar mmd47.png' → 'War Boar MMD47.png'  (score 100)
"Agata, Queen of Carnage",COPIED,portrait minions agata queen of carnage.png,"Agata, Queen of Carnage.png",100,portrait minions agata queen of carnage.png (100) | portrait mercenary alexia queen of the damned.png (64) | portrait cryx pirate queen skarre.png (62),"'portrait minions agata queen of carnage.png' → 'Agata, Queen of Carnage.png'  (score 100)"
Alten Ashley,COPIED,portrait minions alten ashley.png,Alten Ashley.png,100,portrait minions alten ashley.png (100) | portrait khymaera talon lashers.png (67) | portrait mercenary ashlynn d'elyse the queen's blade.png (67),'portrait minions alten ashley.png' → 'Alten Ashley.png'  (score 100)
Efaarit Scouts,COPIED,portrait minions efaarit scouts.png,Efaarit Scouts.png,100,portrait minions efaarit scouts.png (100) | portrait khador widowmaker scouts.png (78) | portrait legion strider scouts.png (78),'portrait minions efaarit scouts.png' → 'Efaarit Scouts.png'  (score 100)
Farrow Sapper,COPIED,portrait minions farrow sapper.png,Farrow Sapper.png,100,portrait minions farrow sapper.png (100) | portrait cryx harrower.png (70) | portrait minions farrow razorback crew.png (69),'portrait minions farrow sapper.png' → 'Farrow Sapper.png'  (score 100)
Maximus,COPIED,portrait minions maximus.png,Maximus.png,100,portrait minions maximus.png (100) | portrait mercenary carver ultimus.png (73) | portrait mercenary jaims.png (73),'portrait minions maximus.png' → 'Maximus.png'  (score 100)
Rorsh & Brine,COPIED,portrait minions brine.png,Rorsh & Brine.png,73,portrait minions brine.png (73) | portrait minions bone shrine.png (63) | portrait legion thagrosh hellborne.png (62),'portrait minions brine.png' → 'Rorsh & Brine.png'  (score 73)
Targ,COPIED,portrait minions targ.png,Targ.png,100,portrait minions targ.png (100) | TA_Targ.png (100) | portrait trollblood pyg bushwhacker officer & mortar.png (86),'portrait minions targ.png' → 'Targ.png'  (score 100)
The Wastelander,COPIED,portrait minions the wastelander.png,The Wastelander.png,100,portrait minions the wastelander.png (100) | portrait mercenary gudrun the wasted.png (80) | portrait minions lord azazello the castellan.png (79),'portrait minions the wastelander.png' → 'The Wastelander.png'  (score 100)
Viktor Pendrake,COPIED,portrait minions viktor pendrake.png,Viktor Pendrake.png,100,portrait minions viktor pendrake.png (100) | portrait skorne basilisk drake.png (67) | portrait minions bog trog mist speaker.png (62),'portrait minions viktor pendrake.png' → 'Viktor Pendrake.png'  (score 100)
Farrow Razorback,COPIED,portrait minions farrow razorback crew.png,Farrow Razorback.png,100,portrait minions farrow razorback crew.png (100) | Khador_Razor-Warjack.png (65) | Cygnar_Argo-Brock.png (62),'portrait minions farrow razorback crew.png' → 'Farrow Razorback.png'  (score 100)
Farrow Bone Grinders,COPIED,portrait minions farrow bone grinders.png,Farrow Bone Grinders.png,100,portrait minions farrow bone grinders.png (100) | portrait minions farrow brigands.png (74) | portrait cryx bane riders.png (69),'portrait minions farrow bone grinders.png' → 'Farrow Bone Grinders.png'  (score 100)
Farrow Brigands,COPIED,portrait minions farrow brigands.png,Farrow Brigands.png,100,portrait minions farrow brigands.png (100) | portrait minions farrow brigand warlord.png (93) | portrait minions farrow bone grinders.png (67),'portrait minions farrow brigands.png' → 'Farrow Brigands.png'  (score 100)
Farrow Commandos,COPIED,portrait minions farrow commandos.png,Farrow Commandos.png,100,portrait minions farrow commandos.png (100) | portrait cygnar trencher commandos.png (81) | Cygnar_Commando.png (73),'portrait minions farrow commandos.png' → 'Farrow Commandos.png'  (score 100)
Farrow Slaughterhousers,COPIED,portrait minions farrow slaughterhousers.png,Farrow Slaughterhousers.png,100,portrait minions farrow slaughterhousers.png (100) | portrait grymkin slaughterhouse.png (79) | portrait cryx general gerlak slaughterborn.png (67),'portrait minions farrow slaughterhousers.png' → 'Farrow Slaughterhousers.png'  (score 100)
Farrow Valkyries,COPIED,portrait minions farrow valkyries.png,Farrow Valkyries.png,100,portrait minions farrow valkyries.png (100) | portrait minions farrow brigands.png (65) | portrait minions farrow sapper.png (62),'portrait minions farrow valkyries.png' → 'Farrow Valkyries.png'  (score 100)
Lynus Wesselbaum & Edrea Lloryrr,COPIED,portrait minions lynus wesselbaum & edrea lloryrr.png,Lynus Wesselbaum & Edrea Lloryrr.png,100,portrait minions lynus wesselbaum & edrea lloryrr.png (100) | Cryx_Raptor.png (53) | Khymaera_Lylyth.png (53),'portrait minions lynus wesselbaum & edrea lloryrr.png' → 'Lynus Wesselbaum & Edrea Lloryrr.png'  (score 100)
Grand Exemplar Kreoss,COPIED,portrait protectorate grand exemplar kreoss.png,Grand Exemplar Kreoss.png,100,portrait protectorate grand exemplar kreoss.png (100) | portrait protectorate high exemplar kreoss.png (87) | portrait protectorate exemplar warder.png (68),'portrait protectorate grand exemplar kreoss.png' → 'Grand Exemplar Kreoss.png'  (score 100)
Grand Scrutator Severius,COPIED,portrait protectorate grand scrutator severius.png,Grand Scrutator Severius.png,100,portrait protectorate grand scrutator severius.png (100) | portrait protectorate scrutator potentate severius.png (86) | portrait protectorate vice scrutator vindictus.png (68),'portrait protectorate grand scrutator severius.png' → 'Grand Scrutator Severius.png'  (score 100)
High Exemplar Cyrenia,COPIED,portrait protectorate high exemplar cyrenia.png,High Exemplar Cyrenia.png,100,portrait protectorate high exemplar cyrenia.png (100) | portrait protectorate high exemplar gravus.png (78) | portrait protectorate high exemplar kreoss.png (78),'portrait protectorate high exemplar cyrenia.png' → 'High Exemplar Cyrenia.png'  (score 100)
"Servath Reznik, Wrath of Ages",COPIED,portrait protectorate servath reznik wrath of ages.png,"Servath Reznik, Wrath of Ages.png",100,portrait protectorate servath reznik wrath of ages.png (100) | portrait protectorate high executioner servath reznik.png (67) | portrait legion kallus wrath of everblight.png (62),"'portrait protectorate servath reznik wrath of ages.png' → 'Servath Reznik, Wrath of Ages.png'  (score 100)"
Shrine of the Lawgiver,COPIED,portrait protectorate shrine of the lawgiver.png,Shrine of the Lawgiver.png,100,portrait protectorate shrine of the lawgiver.png (100) | portrait protectorate daughters of the flame.png (67) | portrait protectorate feora priestess of the flame.png (67),'portrait protectorate shrine of the lawgiver.png' → 'Shrine of the Lawgiver.png'  (score 100)
Exemplar Basion Seneschal,COPIED,portrait protectorate exemplar bastion seneschal.png,Exemplar Basion Seneschal.png,96,portrait protectorate exemplar bastion seneschal.png (96) | portrait protectorate exemplar errant seneschal.png (84) | portrait protectorate knights exemplar seneschal.png (84),'portrait protectorate exemplar bastion seneschal.png' → 'Exemplar Basion Seneschal.png'  (score 96)
Exemplar Errant Seneschal,COPIED,portrait protectorate exemplar errant seneschal.png,Exemplar Errant Seneschal.png,100,portrait protectorate exemplar errant seneschal.png (100) | portrait protectorate exemplar bastion seneschal.png (84) | portrait protectorate knights exemplar seneschal.png (84),'portrait protectorate exemplar errant seneschal.png' → 'Exemplar Errant Seneschal.png'  (score 100)
Exemplar Warder Elias Gade,COPIED,portrait protectorate exemplar warder elias gade.png,Exemplar Warder Elias Gade.png,100,portrait protectorate exemplar warder elias gade.png (100) | portrait protectorate exemplar warder.png (73) | Cryx_Warden.png (64),'portrait protectorate exemplar warder elias gade.png' → 'Exemplar Warder Elias Gade.png'  (score 100)
Exemplar Warder,COPIED,portrait protectorate exemplar warder elias gade.png,Exemplar Warder.png,100,portrait protectorate exemplar warder elias gade.png (100) | portrait protectorate exemplar warder.png (100) | Cryx_Warden.png (74),'portrait protectorate exemplar warder elias gade.png' → 'Exemplar Warder.png'  (score 100)
Hand of Silence,COPIED,portrait protectorate hand of silence.png,Hand of Silence.png,100,portrait protectorate hand of silence.png (100) | option orgoth molok left arm hand of ruin.png (74) | portrait orgoth kishtaar the howling silence.png (72),'portrait protectorate hand of silence.png' → 'Hand of Silence.png'  (score 100)
High Exemplar Gravus,COPIED,portrait protectorate high exemplar gravus.png,High Exemplar Gravus.png,100,portrait protectorate high exemplar gravus.png (100) | portrait protectorate high exemplar kreoss.png (80) | portrait protectorate high exemplar cyrenia.png (79),'portrait protectorate high exemplar gravus.png' → 'High Exemplar Gravus.png'  (score 100)
Knights Exemplar Seneschal,COPIED,portrait protectorate knights exemplar seneschal.png,Knights Exemplar Seneschal.png,100,portrait protectorate knights exemplar seneschal.png (100) | portrait protectorate exemplar bastion seneschal.png (82) | portrait protectorate exemplar errant seneschal.png (82),'portrait protectorate knights exemplar seneschal.png' → 'Knights Exemplar Seneschal.png'  (score 100)
Reclaimer Gatekeeper,COPIED,portrait protectorate reclaimer gatekeeper.png,Reclaimer Gatekeeper.png,100,portrait protectorate reclaimer gatekeeper.png (100) | portrait circle stone keeper.png (70) | portrait grymkin zevanna agha the fate keeper.png (67),'portrait protectorate reclaimer gatekeeper.png' → 'Reclaimer Gatekeeper.png'  (score 100)
Vassal Mechanik,COPIED,portrait protectorate vassal mechanik.png,Vassal Mechanik.png,100,portrait protectorate vassal mechanik.png (100) | portrait khador battle mechanik.png (77) | portrait retribution arcanist mechanik.png (77),'portrait protectorate vassal mechanik.png' → 'Vassal Mechanik.png'  (score 100)
Vassal of Menoth,COPIED,portrait protectorate vassal of menoth.png,Vassal of Menoth.png,100,portrait protectorate vassal of menoth.png (100) | portrait protectorate avatar of menoth.png (84) | portrait protectorate choir of menoth.png (77),'portrait protectorate vassal of menoth.png' → 'Vassal of Menoth.png'  (score 100)
Choir of Menoth,COPIED,portrait protectorate choir of menoth.png,Choir of Menoth.png,100,portrait protectorate choir of menoth.png (100) | portrait protectorate avatar of menoth.png (85) | portrait protectorate the harbinger of menoth.png (85),'portrait protectorate choir of menoth.png' → 'Choir of Menoth.png'  (score 100)
Exemplar Bastions,COPIED,portrait protectorate exemplar bastions.png,Exemplar Bastions.png,100,portrait protectorate exemplar bastions.png (100) | portrait protectorate exemplar bastion seneschal.png (94) | portrait protectorate exemplar errants.png (73),'portrait protectorate exemplar bastions.png' → 'Exemplar Bastions.png'  (score 100)
Exemplar Cinerators,COPIED,portrait protectorate exemplar cinerators.png,Exemplar Cinerators.png,100,portrait protectorate exemplar cinerators.png (100) | portrait protectorate exemplar cinerator officer.png (95) | portrait protectorate exemplar errants.png (80),'portrait protectorate exemplar cinerators.png' → 'Exemplar Cinerators.png'  (score 100)
Exemplar Errants,COPIED,portrait protectorate exemplar errants.png,Exemplar Errants.png,100,portrait protectorate exemplar errants.png (100) | portrait protectorate exemplar errant officer & standard.png (94) | portrait protectorate exemplar errant seneschal.png (94),'portrait protectorate exemplar errants.png' → 'Exemplar Errants.png'  (score 100)
Exemplar Vengers,COPIED,portrait protectorate exemplar vengers.png,Exemplar Vengers.png,100,portrait protectorate exemplar vengers.png (100) | portrait protectorate knights exemplar seneschal.png (81) | portrait protectorate high exemplar gravus.png (77),'portrait protectorate exemplar vengers.png' → 'Exemplar Vengers.png'  (score 100)
Knights Exemplar,COPIED,portrait protectorate knights exemplar officer.png,Knights Exemplar.png,100,portrait protectorate knights exemplar officer.png (100) | portrait protectorate knights exemplar seneschal.png (100) | portrait protectorate knights exemplar.png (100),'portrait protectorate knights exemplar officer.png' → 'Knights Exemplar.png'  (score 100)
Visgoth Juviah Rhoven & Honor Guard,COPIED,portrait protectorate visgoth juviah rhoven & honor guard.png,Visgoth Juviah Rhoven & Honor Guard.png,100,portrait protectorate visgoth juviah rhoven & honor guard.png (100) | Cryx_Warden.png (56) | Orgoth_Revenant-Champion.png (54),'portrait protectorate visgoth juviah rhoven & honor guard.png' → 'Visgoth Juviah Rhoven & Honor Guard.png'  (score 100)
Aspis,COPIED,portrait retribution aspis.png,Aspis.png,100,portrait retribution aspis.png (100) | portrait legion blight wasps.png (89) | portrait khymaera spinner.png (80),'portrait retribution aspis.png' → 'Aspis.png'  (score 100)
Chimera,COPIED,portrait retribution chimera.png,Chimera.png,100,portrait retribution chimera.png (100) | portrait retribution hemera.png (77) | option cygnar courser left arm electrical grenade launcher.png (73),'portrait retribution chimera.png' → 'Chimera.png'  (score 100)
Gorgon,COPIED,portrait retribution gorgon.png,Gorgon.png,100,portrait retribution gorgon.png (100) | Orgoth_Anathia.png (80) | Orgoth_Azhdarak.png (80),'portrait retribution gorgon.png' → 'Gorgon.png'  (score 100)
Griffon,COPIED,portrait circle razorwing griffon.png,Griffon.png,100,portrait circle razorwing griffon.png (100) | portrait circle rotterhorn griffon.png (100) | portrait circle scarsfell griffon.png (100),'portrait circle razorwing griffon.png' → 'Griffon.png'  (score 100)
Hemera,COPIED,portrait retribution hemera.png,Hemera.png,100,portrait retribution hemera.png (100) | portrait cryx aiakos scourge of the meredius.png (83) | portrait retribution chimera.png (83),'portrait retribution hemera.png' → 'Hemera.png'  (score 100)
Hydra,COPIED,portrait retribution hydra.png,Hydra.png,100,portrait retribution hydra.png (100) | portrait skorne desert hydra.png (100) | option khymaera hydrix back spineback.png (80),'portrait retribution hydra.png' → 'Hydra.png'  (score 100)
Hypnos,COPIED,portrait retribution hypnos.png,Hypnos.png,100,portrait retribution hypnos.png (100) | portrait-cryx-exulonkythos.png (67) | portrait cygnar trencher commandos.png (60),'portrait retribution hypnos.png' → 'Hypnos.png'  (score 100)
Imperatus,COPIED,portrait retribution imperatus.png,Imperatus.png,100,portrait retribution imperatus.png (100) | option khymaera vypex arms impalers.png (71) | portrait retribution chimera.png (71),'portrait retribution imperatus.png' → 'Imperatus.png'  (score 100)
